Order Date,Month,Product Category,Subcategory,Region,Province,Customer Segment,Units,Sales,Profit,Discount
2012-02-15,2012-02-01,Technology,Telephones and Communication,Quebec,Quebec,Corporate,49,5008.761,1601.64,0.04
2010-06-04,2010-06-01,Technology,Computer Peripherals,Quebec,Quebec,Home Office,18,211.44,-75.81,0.03
2011-04-18,2011-04-01,Office Supplies,Binders and Binder Accessories,Quebec,Quebec,Corporate,4,41.06,-16.39,0.04
2012-02-10,2012-02-01,Furniture,Office Furnishings,Quebec,Quebec,Corporate,36,455.93,83.51,0.02
2009-10-01,2009-10-01,Office Supplies,Paper,Quebec,Quebec,Small Business,8,43.72,2.12,0.06
2011-09-07,2011-09-01,Office Supplies,Binders and Binder Accessories,Quebec,Quebec,Small Business,46,75.6,-225.25,0.09
2012-08-27,2012-08-01,Office Supplies,Labels,Quebec,Quebec,Small Business,14,36.41,9.94,0.09
2009-12-19,2009-12-01,Office Supplies,Appliances,Quebec,Quebec,Corporate,48,201.98,-245.67,0.05
2009-04-06,2009-04-01,Furniture,Bookcases,Quebec,Quebec,Consumer,31,9459.94,2023.75,0.04
2012-08-07,2012-08-01,Office Supplies,Paper,Quebec,Quebec,Corporate,2,20.16,-13.32,0.06
2011-08-21,2011-08-01,Office Supplies,Binders and Binder Accessories,Quebec,Quebec,Consumer,23,84.47,7.98,0.06
2009-12-08,2009-12-01,Office Supplies,Binders and Binder Accessories,Quebec,Quebec,Corporate,17,5001.29,1680.92,0.09
2010-05-12,2010-05-01,Office Supplies,Paper,Quebec,Quebec,Small Business,50,230.23,-150.93,0.06
2011-03-26,2011-03-01,Office Supplies,Pens & Art Supplies,Quebec,Quebec,Corporate,3,13.71,-10.27,0.03
2009-10-01,2009-10-01,Office Supplies,Paper,Quebec,Quebec,Home Office,46,300.07,-209.58,0.05
2010-03-19,2010-03-01,Technology,Telephones and Communication,Quebec,Quebec,Corporate,46,2422.721,366.18,0.1
2012-10-27,2012-10-01,Office Supplies,Pens & Art Supplies,Quebec,Quebec,Corporate,10,45.69,-24.21,0.01
2012-03-08,2012-03-01,Office Supplies,Storage & Organization,Quebec,Quebec,Corporate,12,173.97,-2.55,0.03
2012-01-18,2012-01-01,Office Supplies,Storage & Organization,Quebec,Quebec,Corporate,32,5934.39,519.55,0.08
2011-06-12,2011-06-01,Furniture,Bookcases,Quebec,Quebec,Small Business,28,1971.56,-15.29,0.05
2011-08-24,2011-08-01,Office Supplies,Storage & Organization,Quebec,Quebec,Small Business,33,3093.76,-850.71,0.07
2012-12-03,2012-12-01,Furniture,Tables,Quebec,Quebec,Consumer,6,1008.872,-505.98,0.02
2012-04-03,2012-04-01,Technology,Office Machines,Quebec,Quebec,Home Office,47,13382.01,2852.94,0.09
2010-01-14,2010-01-01,Furniture,Chairs & Chairmats,Quebec,Quebec,Small Business,19,2328.62,45.54,0.0
2010-06-10,2010-06-01,Technology,Telephones and Communication,Quebec,Quebec,Consumer,27,192.814,-86.2,0.03
2011-11-06,2011-11-01,Furniture,Tables,Quebec,Quebec,Home Office,35,3532.96,-243.6,0.08
2009-12-05,2009-12-01,Office Supplies,Storage & Organization,Quebec,Quebec,Home Office,24,416.4,24.33,0.02
2009-09-01,2009-09-01,Office Supplies,Paper,Quebec,Quebec,Home Office,1,11.35,-7.96,0.09
2011-10-05,2011-10-01,Office Supplies,Storage & Organization,Quebec,Quebec,Corporate,9,122.14,-16.99,0.04
2010-01-25,2010-01-01,Office Supplies,Storage & Organization,Quebec,Quebec,Home Office,11,1382.8,141.31,0.01
2009-06-22,2009-06-01,Office Supplies,Binders and Binder Accessories,Quebec,Quebec,Consumer,11,30.61,-3.38,0.09
2012-12-09,2012-12-01,Office Supplies,Binders and Binder Accessories,Quebec,Quebec,Corporate,24,99.53,18.28,0.1
2010-05-20,2010-05-01,Office Supplies,Paper,Quebec,Quebec,Corporate,14,700.46,254.31,0.02
2010-06-01,2010-06-01,Office Supplies,Storage & Organization,Quebec,Quebec,Consumer,21,763.12,140.33,0.03
2012-07-02,2012-07-01,Office Supplies,Pens & Art Supplies,Quebec,Quebec,Home Office,3,42.5,-28.43,0.07
2010-10-10,2010-10-01,Furniture,Office Furnishings,Quebec,Quebec,Small Business,39,279.29,14.15,0.07
2012-08-21,2012-08-01,Office Supplies,Binders and Binder Accessories,Quebec,Quebec,Small Business,21,121.3,-64.87,0.05
2011-02-25,2011-02-01,Office Supplies,Paper,Quebec,Quebec,Corporate,4,40.87,-16.38,0.04
2010-11-25,2010-11-01,Office Supplies,Storage & Organization,Quebec,Quebec,Corporate,14,2066.63,65.58,0.03
2011-09-22,2011-09-01,Office Supplies,Paper,Quebec,Quebec,Corporate,48,1734.72,57.89,0.04
2011-12-10,2011-12-01,Office Supplies,Appliances,Quebec,Quebec,Small Business,14,294.52,15.34,0.09
2012-03-26,2012-03-01,Technology,Telephones and Communication,Quebec,Quebec,Home Office,4,187.3995,-225.3,0.08
2011-10-10,2011-10-01,Office Supplies,Storage & Organization,Quebec,Quebec,Corporate,15,241.89,-83.3,0.02
2011-10-10,2011-10-01,Office Supplies,Rubber Bands,Quebec,Quebec,Corporate,43,83.34,-93.18,0.01
2009-09-14,2009-09-01,Technology,Computer Peripherals,Quebec,Quebec,Small Business,7,296.84,-71.83,0.08
2010-03-13,2010-03-01,Office Supplies,Paper,Quebec,Quebec,Corporate,23,139.19,-86.73,0.04
2012-10-21,2012-10-01,Furniture,Office Furnishings,Quebec,Quebec,Small Business,17,1125.76,379.28,0.0
2010-02-01,2010-02-01,Office Supplies,Envelopes,Quebec,Quebec,Corporate,18,299.87,130.04,0.02
2011-07-15,2011-07-01,Office Supplies,Appliances,Quebec,Quebec,Small Business,8,84.64,-9.29,0.0
2012-06-02,2012-06-01,Technology,Computer Peripherals,Quebec,Quebec,Home Office,30,1136.44,-9.3,0.09
2009-04-13,2009-04-01,Office Supplies,Binders and Binder Accessories,Quebec,Quebec,Corporate,1,3.42,-2.91,0.05
2011-01-02,2011-01-01,Office Supplies,Pens & Art Supplies,Quebec,Quebec,Corporate,24,138.75,49.81,0.09
2011-09-10,2011-09-01,Office Supplies,Binders and Binder Accessories,Quebec,Quebec,Small Business,5,95.38,-36.89,0.03
2012-05-13,2012-05-01,Office Supplies,Labels,Quebec,Quebec,Small Business,36,251.05,118.79,0.1
2010-10-30,2010-10-01,Office Supplies,Binders and Binder Accessories,Quebec,Quebec,Small Business,49,261.02,-94.05,0.01
2012-09-24,2012-09-01,Technology,Computer Peripherals,Quebec,Quebec,Home Office,30,243.49,-45.89,0.08
2010-06-29,2010-06-01,Office Supplies,Paper,Quebec,Quebec,Consumer,45,311.1,86.6,0.04
2010-06-29,2010-06-01,Technology,Computer Peripherals,Quebec,Quebec,Consumer,43,452.93,-172.34,0.09
2010-05-13,2010-05-01,Technology,Telephones and Communication,Quebec,Quebec,Small Business,16,1702.499,133.45,0.08
2010-01-13,2010-01-01,Office Supplies,Pens & Art Supplies,Quebec,Quebec,Small Business,43,140.72,-115.53,0.04
2011-03-01,2011-03-01,Office Supplies,Pens & Art Supplies,Quebec,Quebec,Consumer,31,53.33,-2.44,0.09
2012-04-24,2012-04-01,Office Supplies,Storage & Organization,Quebec,Quebec,Home Office,11,653.92,52.89,0.02
2012-01-15,2012-01-01,Office Supplies,Paper,Quebec,Quebec,Small Business,42,290.68,-93.5,0.03
2010-10-16,2010-10-01,Office Supplies,Binders and Binder Accessories,Quebec,Quebec,Home Office,47,231.29,-147.86,0.09
2012-05-17,2012-05-01,Technology,Computer Peripherals,Quebec,Quebec,Home Office,7,40.11,-43.71,0.07
2010-05-09,2010-05-01,Office Supplies,Paper,Quebec,Quebec,Small Business,10,44.08,6.79,0.08
2009-07-24,2009-07-01,Office Supplies,Appliances,Quebec,Quebec,Corporate,1,68.45,-25.76,0.02
2009-04-06,2009-04-01,Furniture,Bookcases,Quebec,Quebec,Small Business,38,6532.48,538.52,0.01
2009-04-06,2009-04-01,Furniture,Office Furnishings,Quebec,Quebec,Small Business,41,241.9,-136.7,0.05
2011-12-21,2011-12-01,Office Supplies,Pens & Art Supplies,Quebec,Quebec,Small Business,46,1200.13,-7.8,0.09
2012-05-13,2012-05-01,Furniture,Chairs & Chairmats,Quebec,Quebec,Small Business,7,2202.45,-51.28,0.01
2012-01-05,2012-01-01,Office Supplies,Binders and Binder Accessories,Quebec,Quebec,Corporate,28,169.22,-165.11,0.05
2012-01-05,2012-01-01,Technology,Telephones and Communication,Quebec,Quebec,Corporate,10,1319.421,-268.87,0.07
2012-01-05,2012-01-01,Office Supplies,Storage & Organization,Quebec,Quebec,Corporate,33,550.93,-141.6,0.1
2012-05-27,2012-05-01,Furniture,Chairs & Chairmats,Quebec,Quebec,Small Business,7,2236.16,-99.16,0.05
2012-05-13,2012-05-01,Office Supplies,Appliances,Quebec,Quebec,Corporate,43,1883.82,528.77,0.08
2012-08-20,2012-08-01,Office Supplies,Appliances,Quebec,Quebec,Small Business,21,1490.56,-499.51,0.01
2012-08-20,2012-08-01,Office Supplies,Pens & Art Supplies,Quebec,Quebec,Small Business,17,105.44,18.76,0.0
2012-09-09,2012-09-01,Office Supplies,Paper,Quebec,Quebec,Home Office,28,1201.68,146.8,0.01
2012-09-09,2012-09-01,Furniture,Office Furnishings,Quebec,Quebec,Home Office,21,2784.57,847.06,0.05
2010-03-25,2010-03-01,Furniture,Tables,Quebec,Quebec,Small Business,22,5202.896,-715.78,0.02
2012-04-12,2012-04-01,Office Supplies,Appliances,Quebec,Quebec,Corporate,35,6608.24,2164.64,0.09
2011-02-25,2011-02-01,Office Supplies,Rubber Bands,Quebec,Quebec,Corporate,2,7.98,-3.93,0.04
2009-10-05,2009-10-01,Technology,Telephones and Communication,Quebec,Quebec,Corporate,49,8252.361,2418.56,0.07
2009-10-05,2009-10-01,Technology,Office Machines,Quebec,Quebec,Corporate,7,2205.84,-313.13,0.01
2011-12-25,2011-12-01,Furniture,Tables,Quebec,Quebec,Home Office,15,3364.248,-693.23,0.1
2009-05-20,2009-05-01,Furniture,Bookcases,Quebec,Quebec,Consumer,4,442.99,-152.76,0.04
2012-12-09,2012-12-01,Technology,Computer Peripherals,Quebec,Quebec,Corporate,29,587.2,134.25,0.08
2012-12-09,2012-12-01,Office Supplies,Labels,Quebec,Quebec,Corporate,39,110.79,42.68,0.05
2011-01-22,2011-01-01,Technology,Computer Peripherals,Quebec,Quebec,Small Business,29,516.62,138.33,0.06
2012-04-23,2012-04-01,Office Supplies,Pens & Art Supplies,Quebec,Quebec,Corporate,30,177.22,68.96,0.06
2010-05-14,2010-05-01,Technology,Computer Peripherals,Quebec,Quebec,Consumer,24,790.24,-213.18,0.09
2012-01-16,2012-01-01,Office Supplies,Paper,Quebec,Quebec,Home Office,14,50.85,-6.81,0.09
2011-04-11,2011-04-01,Technology,Telephones and Communication,Quebec,Quebec,Small Business,20,1077.8085,17.25,0.06
2011-04-11,2011-04-01,Technology,Computer Peripherals,Quebec,Quebec,Small Business,19,2899.98,666.01,0.1
2011-04-11,2011-04-01,Office Supplies,Paper,Quebec,Quebec,Small Business,36,233.38,-180.17,0.1
2011-03-04,2011-03-01,Office Supplies,Paper,Quebec,Quebec,Corporate,19,127.48,-41.99,0.05
2009-07-28,2009-07-01,Office Supplies,Appliances,Quebec,Quebec,Corporate,40,2550.12,882.45,0.01
2009-05-21,2009-05-01,Office Supplies,Paper,Quebec,Quebec,Small Business,40,194.02,80.35,0.03
2009-04-22,2009-04-01,Office Supplies,Storage & Organization,Quebec,Quebec,Corporate,14,422.83,-21.06,0.02
2011-05-04,2011-05-01,Office Supplies,Storage & Organization,Quebec,Quebec,Corporate,10,170.35,-39.92,0.03
2010-09-12,2010-09-01,Technology,Office Machines,Quebec,Quebec,Corporate,19,20329.8,9224.1,0.0
2012-10-30,2012-10-01,Furniture,Tables,Quebec,Quebec,Corporate,15,2567.64,-505.98,0.0
2009-02-06,2009-02-01,Technology,Office Machines,Quebec,Quebec,Small Business,2,1838.18,-2531.48,0.09
2010-07-23,2010-07-01,Furniture,Chairs & Chairmats,Quebec,Quebec,Consumer,12,1466.95,-64.14,0.02
2010-07-23,2010-07-01,Technology,Office Machines,Quebec,Quebec,Consumer,33,440.23,-37.94,0.09
2012-04-27,2012-04-01,Technology,Telephones and Communication,Quebec,Quebec,Home Office,18,3136.2025,439.78,0.07
2009-08-15,2009-08-01,Furniture,Office Furnishings,Quebec,Quebec,Home Office,48,460.69,-103.48,0.06
2011-01-31,2011-01-01,Office Supplies,Pens & Art Supplies,Quebec,Quebec,Small Business,12,82.64,0.35,0.1
2009-06-15,2009-06-01,Furniture,Bookcases,Quebec,Quebec,Consumer,10,784.08,-222.77,0.02
2009-06-15,2009-06-01,Technology,Computer Peripherals,Quebec,Quebec,Consumer,41,1085.61,-33.32,0.04
2011-09-19,2011-09-01,Office Supplies,Storage & Organization,Quebec,Quebec,Consumer,41,6863.95,1662.92,0.1
2010-06-10,2010-06-01,Office Supplies,Paper,Quebec,Quebec,Small Business,33,162.39,-101.68,0.1
2009-08-25,2009-08-01,Office Supplies,Binders and Binder Accessories,Quebec,Quebec,Consumer,47,2519.55,592.53,0.05
2009-08-25,2009-08-01,Office Supplies,Pens & Art Supplies,Quebec,Quebec,Consumer,46,1634.17,232.8,0.05
2012-02-15,2012-02-01,Furniture,Tables,Quebec,Quebec,Consumer,40,13367.82,-774.89,0.0
2010-10-15,2010-10-01,Technology,Copiers and Fax,Quebec,Quebec,Consumer,34,16193.16,6463.34,0.02
2010-10-04,2010-10-01,Office Supplies,Envelopes,Quebec,Quebec,Home Office,30,443.46,193.12,0.06
2011-01-29,2011-01-01,Office Supplies,Binders and Binder Accessories,Quebec,Quebec,Home Office,31,792.76,33.37,0.02
2011-08-26,2011-08-01,Technology,Telephones and Communication,Quebec,Quebec,Corporate,44,1453.704,549.84,0.0
2011-08-26,2011-08-01,Furniture,Tables,Quebec,Quebec,Corporate,34,7656.304,-715.78,0.1
2011-12-07,2011-12-01,Office Supplies,Appliances,Quebec,Quebec,Corporate,25,1412.98,324.96,0.1
2011-12-07,2011-12-01,Technology,Office Machines,Quebec,Quebec,Corporate,39,19539.94,4914.24,0.06
2012-09-15,2012-09-01,Office Supplies,Binders and Binder Accessories,Quebec,Quebec,Small Business,18,126.69,-35.56,0.04
2012-09-15,2012-09-01,Office Supplies,Paper,Quebec,Quebec,Small Business,12,162.11,3.91,0.04
2012-03-03,2012-03-01,Office Supplies,Pens & Art Supplies,Quebec,Quebec,Home Office,34,145.48,32.43,0.03
2011-02-24,2011-02-01,Technology,Computer Peripherals,Quebec,Quebec,Small Business,25,2427.25,227.67,0.1
2009-01-24,2009-01-01,Office Supplies,Appliances,Quebec,Quebec,Small Business,5,318.31,-19.06,0.08
2010-08-03,2010-08-01,Technology,Telephones and Communication,Quebec,Quebec,Corporate,7,368.0245,-218.81,0.09
2011-11-30,2011-11-01,Office Supplies,Pens & Art Supplies,Quebec,Quebec,Home Office,6,24.2,-5.2,0.08
2009-07-26,2009-07-01,Furniture,Chairs & Chairmats,Quebec,Quebec,Small Business,13,1619.51,-722.23,0.05
2012-08-04,2012-08-01,Office Supplies,Pens & Art Supplies,Quebec,Quebec,Home Office,45,463.93,29.96,0.06
2009-01-11,2009-01-01,Furniture,Office Furnishings,Quebec,Quebec,Small Business,29,138.17,-103.78,0.05
2009-01-11,2009-01-01,Office Supplies,Paper,Quebec,Quebec,Small Business,18,216.87,30.53,0.03
2012-09-06,2012-09-01,Office Supplies,Appliances,Quebec,Quebec,Small Business,16,75.77,-56.62,0.0
2012-07-19,2012-07-01,Office Supplies,Paper,Quebec,Quebec,Small Business,12,488.65,19.83,0.07
2012-01-10,2012-01-01,Office Supplies,Storage & Organization,Quebec,Quebec,Consumer,35,12741.81,95.06,0.09
2009-11-23,2009-11-01,Office Supplies,Storage & Organization,Quebec,Quebec,Home Office,36,572.4,-39.5,0.07
2011-04-28,2011-04-01,Furniture,Office Furnishings,Quebec,Quebec,Consumer,11,55.49,-37.32,0.04
2011-07-27,2011-07-01,Office Supplies,Storage & Organization,Quebec,Quebec,Small Business,14,1885.41,-524.74,0.08
2011-03-21,2011-03-01,Technology,Telephones and Communication,Quebec,Quebec,Corporate,7,407.8725,-165.63,0.02
2011-02-14,2011-02-01,Furniture,Tables,Quebec,Quebec,Consumer,18,1731.104,-270.57,0.01
2011-01-06,2011-01-01,Furniture,Tables,Quebec,Quebec,Corporate,15,5713.48,-712.53,0.05
2012-02-19,2012-02-01,Office Supplies,Pens & Art Supplies,Quebec,Quebec,Corporate,20,37.4,-17.18,0.09
2012-11-01,2012-11-01,Technology,Telephones and Communication,Quebec,Quebec,Corporate,22,2052.2655,371.4,0.04
2010-04-15,2010-04-01,Technology,Telephones and Communication,Quebec,Quebec,Small Business,21,2172.702,481.74,0.01
2009-11-04,2009-11-01,Office Supplies,Labels,Quebec,Quebec,Home Office,25,88.37,33.68,0.09
2011-12-29,2011-12-01,Office Supplies,Pens & Art Supplies,Quebec,Quebec,Corporate,14,36.74,-5.36,0.09
2011-11-24,2011-11-01,Technology,Computer Peripherals,Quebec,Quebec,Corporate,14,436.78,25.69,0.04
2010-05-15,2010-05-01,Furniture,Office Furnishings,Quebec,Quebec,Consumer,46,1053.84,-632.16,0.0
2009-11-02,2009-11-01,Furniture,Chairs & Chairmats,Quebec,Quebec,Home Office,37,9517.6,-1262.44,0.09
2012-10-28,2012-10-01,Technology,Computer Peripherals,Quebec,Quebec,Corporate,46,6943.94,608.9,0.01
2010-12-25,2010-12-01,Office Supplies,Paper,Quebec,Quebec,Corporate,46,944.76,165.46,0.03
2009-05-21,2009-05-01,Technology,Telephones and Communication,Quebec,Quebec,Corporate,26,1204.5095,-221.25,0.03
2011-08-26,2011-08-01,Office Supplies,Pens & Art Supplies,Quebec,Quebec,Home Office,5,24.91,-0.9,0.0
2010-09-26,2010-09-01,Office Supplies,Binders and Binder Accessories,Quebec,Quebec,Corporate,9,373.48,112.06,0.1
2009-05-26,2009-05-01,Office Supplies,Rubber Bands,Quebec,Quebec,Small Business,21,56.21,12.71,0.05
2009-06-07,2009-06-01,Office Supplies,Paper,Quebec,Quebec,Consumer,33,1683.69,809.97,0.02
2010-07-25,2010-07-01,Office Supplies,Storage & Organization,Quebec,Quebec,Small Business,9,130.43,-8.7,0.03
2010-05-08,2010-05-01,Office Supplies,Storage & Organization,Quebec,Quebec,Small Business,1,423.3,-259.01,0.01
2010-05-12,2010-05-01,Furniture,Chairs & Chairmats,Quebec,Quebec,Small Business,38,2702.3,-1330.78,0.03
2010-10-16,2010-10-01,Furniture,Chairs & Chairmats,Quebec,Quebec,Consumer,2,570.98,-340.48,0.05
2012-03-09,2012-03-01,Office Supplies,Pens & Art Supplies,Quebec,Quebec,Consumer,23,44.89,-17.13,0.09
2010-02-23,2010-02-01,Office Supplies,Paper,Quebec,Quebec,Consumer,29,200.7,-147.72,0.02
2010-10-10,2010-10-01,Office Supplies,Pens & Art Supplies,Quebec,Quebec,Small Business,2,6.34,-4.44,0.08
2010-10-10,2010-10-01,Office Supplies,Appliances,Quebec,Quebec,Small Business,48,2996.93,1060.87,0.04
2010-07-31,2010-07-01,Office Supplies,Binders and Binder Accessories,Quebec,Quebec,Small Business,3,554.32,-62.13,0.01
2010-07-31,2010-07-01,Technology,Telephones and Communication,Quebec,Quebec,Small Business,15,1073.567,-305.97,0.04
2009-05-14,2009-05-01,Office Supplies,Paper,Quebec,Quebec,Corporate,29,143.29,-55.54,0.05
2012-01-10,2012-01-01,Furniture,Tables,Quebec,Quebec,Corporate,45,5811.97,-434.15,0.03
2010-07-03,2010-07-01,Technology,Office Machines,Quebec,Quebec,Small Business,23,1914.16,128.43,0.01
2009-10-04,2009-10-01,Furniture,Office Furnishings,Quebec,Quebec,Corporate,21,315.07,95.0,0.02
2010-07-24,2010-07-01,Office Supplies,Storage & Organization,Quebec,Quebec,Consumer,1,18.16,-7.25,0.03
2010-12-05,2010-12-01,Office Supplies,Binders and Binder Accessories,Quebec,Quebec,Corporate,13,11169.95,3982.22,0.07
2009-12-17,2009-12-01,Office Supplies,Pens & Art Supplies,Quebec,Quebec,Corporate,23,39.13,-23.14,0.1
2012-04-24,2012-04-01,Office Supplies,Pens & Art Supplies,Quebec,Quebec,Corporate,48,166.13,-119.16,0.0
2011-08-21,2011-08-01,Technology,Telephones and Communication,Quebec,Quebec,Consumer,17,3064.658,447.34,0.01
2010-05-13,2010-05-01,Office Supplies,Pens & Art Supplies,Quebec,Quebec,Small Business,35,584.42,-97.21,0.08
2011-10-25,2011-10-01,Office Supplies,Appliances,Quebec,Quebec,Home Office,37,2192.63,660.06,0.05
2009-07-11,2009-07-01,Furniture,Office Furnishings,Quebec,Quebec,Home Office,16,230.74,27.23,0.08
2012-10-30,2012-10-01,Office Supplies,Rubber Bands,Quebec,Quebec,Small Business,28,31.2,-2.81,0.09
2011-01-23,2011-01-01,Office Supplies,Pens & Art Supplies,Quebec,Quebec,Home Office,41,396.15,-10.98,0.05
2011-03-22,2011-03-01,Technology,Telephones and Communication,Quebec,Quebec,Small Business,33,1900.226,440.2,0.01
2009-04-10,2009-04-01,Furniture,Office Furnishings,Quebec,Quebec,Corporate,28,65.7,-83.54,0.02
2009-04-10,2009-04-01,Furniture,Office Furnishings,Quebec,Quebec,Corporate,38,1685.07,-681.97,0.03
2011-11-11,2011-11-01,Furniture,Tables,Quebec,Quebec,Consumer,47,3587.72,54.23,0.0
2012-02-14,2012-02-01,Technology,Telephones and Communication,Quebec,Quebec,Consumer,34,5634.3525,1185.41,0.03
2011-06-12,2011-06-01,Furniture,Office Furnishings,Quebec,Quebec,Small Business,34,154.43,-133.77,0.03
2011-11-01,2011-11-01,Technology,Computer Peripherals,Quebec,Quebec,Corporate,8,2302.36,-114.68,0.05
2011-05-08,2011-05-01,Technology,Telephones and Communication,Quebec,Quebec,Consumer,24,437.478,-42.23,0.02
2009-05-19,2009-05-01,Office Supplies,Storage & Organization,Quebec,Quebec,Home Office,2,32.6,-20.57,0.03
2012-07-02,2012-07-01,Office Supplies,Paper,Quebec,Quebec,Small Business,42,802.46,192.88,0.08
2009-08-15,2009-08-01,Office Supplies,Paper,Quebec,Quebec,Corporate,34,223.76,-139.66,0.03
2011-07-27,2011-07-01,Technology,Office Machines,Quebec,Quebec,Corporate,13,1207.02,235.4,0.03
2009-05-28,2009-05-01,Office Supplies,Pens & Art Supplies,Quebec,Quebec,Corporate,18,106.45,-5.08,0.03
2009-01-09,2009-01-01,Office Supplies,Rubber Bands,Quebec,Quebec,Corporate,39,121.87,11.32,0.07
2010-01-11,2010-01-01,Furniture,Chairs & Chairmats,Quebec,Quebec,Small Business,5,647.27,-404.77,0.08
2010-02-13,2010-02-01,Office Supplies,Paper,Quebec,Quebec,Consumer,35,225.4,-165.48,0.08
2010-12-13,2010-12-01,Furniture,Tables,Quebec,Quebec,Corporate,26,9225.65,1656.46,0.03
2012-12-12,2012-12-01,Furniture,Office Furnishings,Quebec,Quebec,Corporate,18,1837.94,1249.43,0.02
2012-12-12,2012-12-01,Furniture,Bookcases,Quebec,Quebec,Corporate,28,24391.16,-9611.91,0.04
2010-12-17,2010-12-01,Office Supplies,Rubber Bands,Quebec,Quebec,Home Office,48,90.05,-107.0,0.03
2010-12-17,2010-12-01,Technology,Telephones and Communication,Quebec,Quebec,Home Office,46,7804.53,2057.17,0.05
2011-10-20,2011-10-01,Technology,Computer Peripherals,Quebec,Quebec,Consumer,25,125.85,-89.25,0.09
2010-08-07,2010-08-01,Office Supplies,Storage & Organization,Quebec,Quebec,Consumer,14,174.89,-37.04,0.06
2011-05-24,2011-05-01,Office Supplies,Pens & Art Supplies,Quebec,Quebec,Home Office,24,126.58,18.27,0.06
2011-05-24,2011-05-01,Office Supplies,Pens & Art Supplies,Quebec,Quebec,Home Office,1,23.7,-8.97,0.05
2009-01-05,2009-01-01,Office Supplies,Paper,Quebec,Quebec,Home Office,24,188.73,-32.48,0.05
2012-04-30,2012-04-01,Furniture,Chairs & Chairmats,Quebec,Quebec,Corporate,5,1679.58,-171.92,0.01
2010-03-01,2010-03-01,Office Supplies,Appliances,Quebec,Quebec,Corporate,7,560.51,32.6,0.04
2010-03-01,2010-03-01,Office Supplies,Paper,Quebec,Quebec,Corporate,31,189.95,-56.68,0.08
2010-04-16,2010-04-01,Office Supplies,Appliances,Quebec,Quebec,Consumer,35,589.24,-38.35,0.08
2010-04-16,2010-04-01,Office Supplies,Envelopes,Quebec,Quebec,Consumer,25,233.05,86.93,0.1
2009-04-08,2009-04-01,Office Supplies,Envelopes,Quebec,Quebec,Small Business,27,129.1,-59.82,0.0
2010-12-04,2010-12-01,Office Supplies,Pens & Art Supplies,Quebec,Quebec,Small Business,22,38.26,-2.34,0.03
2011-07-15,2011-07-01,Technology,Office Machines,Quebec,Quebec,Corporate,30,4147.47,586.61,0.09
2012-10-29,2012-10-01,Office Supplies,Binders and Binder Accessories,Quebec,Quebec,Consumer,13,4002.14,1314.39,0.02
2009-01-07,2009-01-01,Office Supplies,Binders and Binder Accessories,Quebec,Quebec,Home Office,3,10.58,-11.58,0.05
2009-01-07,2009-01-01,Technology,Copiers and Fax,Quebec,Quebec,Home Office,3,2119.67,-2314.74,0.07
2009-01-07,2009-01-01,Technology,Office Machines,Quebec,Quebec,Home Office,7,45923.76,102.61,0.07
2012-01-29,2012-01-01,Furniture,Office Furnishings,Quebec,Quebec,Home Office,14,80.6,-4.2,0.04
2012-04-10,2012-04-01,Furniture,Office Furnishings,Quebec,Quebec,Consumer,8,136.61,80.43,0.01
2012-04-10,2012-04-01,Furniture,Tables,Quebec,Quebec,Consumer,42,2907.63,54.6,0.04
2012-10-23,2012-10-01,Office Supplies,Binders and Binder Accessories,Quebec,Quebec,Corporate,34,136.67,-117.92,0.07
2010-12-04,2010-12-01,Furniture,Office Furnishings,Quebec,Quebec,Home Office,32,383.57,70.51,0.06
2010-12-04,2010-12-01,Furniture,Office Furnishings,Quebec,Quebec,Home Office,31,461.1,116.96,0.05
2011-04-29,2011-04-01,Office Supplies,Paper,Quebec,Quebec,Small Business,12,76.16,-24.03,0.04
2010-05-25,2010-05-01,Technology,Computer Peripherals,Quebec,Quebec,Home Office,34,268.09,-63.76,0.07
2010-05-25,2010-05-01,Technology,Computer Peripherals,Quebec,Quebec,Home Office,12,557.03,8.95,0.04
2010-05-25,2010-05-01,Office Supplies,Paper,Quebec,Quebec,Home Office,3,26.53,-15.0,0.05
2010-05-25,2010-05-01,Technology,Telephones and Communication,Quebec,Quebec,Home Office,34,5133.9235,1313.95,0.02
2009-10-04,2009-10-01,Office Supplies,Appliances,Quebec,Quebec,Small Business,19,1184.45,-552.1,0.02
2009-10-04,2009-10-01,Office Supplies,Binders and Binder Accessories,Quebec,Quebec,Small Business,20,25409.63,11535.28,0.02
2009-10-04,2009-10-01,Technology,Telephones and Communication,Quebec,Quebec,Small Business,43,7308.283,1680.23,0.05
2010-05-06,2010-05-01,Office Supplies,Pens & Art Supplies,Quebec,Quebec,Corporate,14,63.52,8.66,0.1
2010-05-06,2010-05-01,Office Supplies,Pens & Art Supplies,Quebec,Quebec,Corporate,44,1512.25,195.48,0.05
2012-07-02,2012-07-01,Office Supplies,Labels,Quebec,Quebec,Corporate,21,128.28,53.58,0.04
2011-04-13,2011-04-01,Office Supplies,Labels,Quebec,Quebec,Home Office,41,117.4,48.63,0.01
2012-01-05,2012-01-01,Office Supplies,Binders and Binder Accessories,Quebec,Quebec,Corporate,4,41.94,-26.17,0.05
2012-01-05,2012-01-01,Office Supplies,Labels,Quebec,Quebec,Corporate,17,89.25,40.88,0.01
2012-01-05,2012-01-01,Office Supplies,Pens & Art Supplies,Quebec,Quebec,Corporate,7,79.81,-4.28,0.07
